Date,GasolinePrices,DieselPrices,GasolinePrices_Adjusted,DieselPrices_Adjusted
2010-04-01,2.9,3.059,3.708680834277484,3.9120188524326984
2010-05-01,2.89,3.069,3.693029453015428,3.92176726342711
2010-06-01,2.785,2.948,3.5623314293579247,3.7708269492808477
2010-07-01,2.782,2.911,3.5577432514873104,3.7227140924081814
2010-08-01,2.783,2.959,3.554115055516875,3.778881225035729
2010-09-01,2.757,2.946,3.5188639116641265,3.760091796794529
2010-10-01,2.853,3.052,3.6368637425643886,3.8905391315480244
2010-11-01,2.913,3.14,3.711787434358761,4.001034172291971
2010-12-01,3.048,3.243,3.8771437774604327,4.125189393144416
2011-01-01,3.148,3.388,3.985363454316761,4.289203107758953
2011-02-01,3.264,3.584,4.111941800830513,4.515073349931544
2011-03-01,3.615,3.905,4.51014794130677,4.871957872974533
2011-04-01,3.852,4.064,4.775085164468711,5.0378883978195335
2011-05-01,3.96,4.047,4.8859814837761775,4.99332501637429
2011-06-01,3.735,3.933,4.613309602076891,4.8578705930303645
2011-07-01,3.705,3.905,4.572203725179487,4.8190163419233185
2011-08-01,3.696,3.86,4.548554115076476,4.750383897238959
2011-09-01,3.667,3.837,4.506022477951773,4.714919074966173
2011-10-01,3.506,3.798,4.317089898905137,4.6766421665834885
2011-11-01,3.443,3.962,4.243094576316139,4.882701339344915
2011-12-01,3.326,3.861,4.109040784855897,4.769995932149315
2012-01-01,3.44,3.833,4.231261465157832,4.714658487194759
2012-02-01,3.64,3.953,4.457638175724646,4.840946073802067
2012-03-01,3.907,4.127,4.748550141242938,5.0159371468926555
2012-04-01,3.958,4.115,4.796046313318991,4.986288675924116
2012-05-01,3.791,3.979,4.599083532406501,4.827157313491287
2012-06-01,3.596,3.759,4.368924219315142,4.566959438377536
2012-07-01,3.498,3.721,4.256797768698932,4.528171668761786
2012-08-01,3.78,3.983,4.574512260232052,4.820180511244515
2012-09-01,3.91,4.12,4.710816094586595,4.9638266776718085
2012-10-01,3.812,4.094,4.594531417924321,4.934420678117044
2012-11-01,3.521,4.0,4.263997819486494,4.844075909669405
2012-12-01,3.381,3.961,4.105511570071559,4.809799269166946
2013-01-01,3.391,3.909,4.105513210005211,4.732660317873893
2013-02-01,3.736,4.111,4.486463444259711,4.936791011603766
2013-03-01,3.779,4.068,4.526267041280561,4.8724144810609475
2013-04-01,3.638,3.93,4.361920242892345,4.712024891304815
2013-05-01,3.675,3.87,4.3984517804631995,4.631839017793901
2013-06-01,3.689,3.849,4.404637941962451,4.595676725023983
2013-07-01,3.661,3.866,4.369484588777206,4.61415662939434
2013-08-01,3.645,3.905,4.345161302736054,4.6551042214497365
2013-09-01,3.604,3.961,4.291294893422565,4.716375991355932
2013-10-01,3.42,3.885,4.082719635532187,4.637826252644019
2013-11-01,3.322,3.839,3.973845702345658,4.592291887810048
2013-12-01,3.357,3.882,4.0160580564602295,4.644127904432115
2014-01-01,3.392,3.893,4.04288883188837,4.640025419381317
2014-02-01,3.434,3.984,4.0778686009515255,4.730992576060244
2014-03-01,3.606,4.001,4.254717710638911,4.7207780255868785
2014-04-01,3.735,3.964,4.392443941081191,4.661753087669569
2014-05-01,3.75,3.943,4.394735182849937,4.620917553593947
2014-06-01,3.766,3.906,4.405282857058945,4.569048019031397
2014-07-01,3.688,3.884,4.315726237145856,4.5450869590766
2014-08-01,3.565,3.838,4.178771378840624,4.498772665354927
2014-09-01,3.484,3.792,4.080754893270204,4.441510492330831
2014-10-01,3.255,3.681,3.822133022789587,4.3223568838367035
2014-11-01,2.997,3.647,3.538285224284462,4.305681085407218
2014-12-01,2.632,3.411,3.1250824659727785,4.050021387322625
2015-01-01,2.208,2.997,2.6340452618021715,3.5752869789950665
2015-02-01,2.301,2.858,2.7331200398769613,3.3947227613943305
2015-03-01,2.546,2.897,3.006237922403534,3.420687848076606
2015-04-01,2.555,2.782,3.0107443818443866,3.2782351742822247
2015-05-01,2.802,2.888,3.2850579424318247,3.385884131956855
2015-06-01,2.885,2.873,3.370560304729339,3.356540643149876
2015-07-01,2.88,2.788,3.364493199359743,3.2570163332690845
2015-08-01,2.726,2.595,3.189102922170564,3.035848159586432
2015-09-01,2.462,2.505,2.88474447456345,2.9351279077097647
2015-10-01,2.387,2.519,2.798124664687729,2.9528596691865894
2015-11-01,2.26,2.467,2.6548543836586105,2.898020249772475
2015-12-01,2.144,2.31,2.5272232871789453,2.722894493182539
2016-01-01,2.057,2.143,2.4206710986172317,2.521875626804437
2016-02-01,1.872,1.998,2.2011519668003596,2.34930642610423
2016-03-01,2.071,2.09,2.4247011825374165,2.4469461475148235
2016-04-01,2.216,2.152,2.582222894663151,2.5076460601602437
2016-05-01,2.371,2.315,2.751705839011943,2.6867140520087083
2016-06-01,2.467,2.423,2.853747579018995,2.8028497705565565
2016-07-01,2.345,2.405,2.7170183436674042,2.786536936682348
2016-08-01,2.284,2.351,2.6439128582638918,2.7214707223197943
2016-09-01,2.327,2.394,2.687228714150803,2.7646005765694124
2016-10-01,2.359,2.454,2.720790298226526,2.830360064369604
2016-11-01,2.295,2.439,2.651098556885558,2.817441995748965
2016-12-01,2.366,2.51,2.7322207992312544,2.8985098081447367
2017-01-01,2.458,2.58,2.822015063478272,2.9620825320479827
2017-02-01,2.416,2.568,2.7650957993128165,2.9390587800642853
2017-03-01,2.437,2.554,2.7868650005537305,2.920661966111706
2017-04-01,2.528,2.583,2.8823815085635767,2.9450915492957748
2017-05-01,2.503,2.56,2.8514397567961827,2.916374661365652
2017-06-01,2.46,2.511,2.799913943377355,2.857960939764447
2017-07-01,2.414,2.496,2.7494547400586637,2.8428496400937964
2017-08-01,2.494,2.595,2.8320911538414544,2.9467828966393643
2017-09-01,2.761,2.785,3.1187725499252497,3.1458824887873305
2017-10-01,2.621,2.794,2.9625036669464007,3.158044733097384
2017-11-01,2.678,2.909,3.026856864867494,3.2879487004852654
2017-12-01,2.594,2.909,2.9336388668040434,3.2898825996657526
2018-01-01,2.671,3.018,3.0043537138868834,3.3946609915801624
2018-02-01,2.705,3.046,3.028862127546779,3.4106891092449123
2018-03-01,2.709,2.988,3.0264977439752525,3.3381968471753614
2018-04-01,2.873,3.096,3.1970103134753702,3.445159739129741
2018-05-01,2.987,3.244,3.3101005373865213,3.594899947533269
2018-06-01,2.97,3.253,3.286024151847898,3.5991368908960313
2018-07-01,2.928,3.233,3.239336587224114,3.576767481726626
2018-08-01,2.914,3.218,3.2220579664162834,3.5581957913272477
2018-09-01,2.915,3.262,3.2194226327944575,3.6026609359092694
2018-10-01,2.943,3.365,3.244614295035293,3.709863099827986
2018-11-01,2.736,3.3,3.0265367603297917,3.6504281100468976
2018-12-01,2.457,3.123,2.726618374178551,3.465701743003507
2019-01-01,2.338,2.98,2.589622568649886,3.3007165331807786
2019-02-01,2.393,2.997,2.639385012817672,3.305573290185777
2019-03-01,2.594,3.076,2.8450302830032808,3.3736750773007294
2019-04-01,2.881,3.121,3.1431612143315544,3.405000399142236
2019-05-01,2.946,3.161,3.20724853568249,3.441314535401341
2019-06-01,2.804,3.089,3.052048301144283,3.362260057858306
2019-07-01,2.823,3.045,3.067603298891924,3.3088388399312465
2019-08-01,2.707,3.005,2.941701346284271,3.265538435753319
2019-09-01,2.681,3.016,2.911166354441325,3.274926417379722
2019-10-01,2.724,3.053,2.951111142197664,3.307541232426383
2019-11-01,2.693,3.069,2.919091886722031,3.3266591163571895
2019-12-01,2.645,3.055,2.8696727684512835,3.314499171122371
2020-01-01,2.636,3.048,2.8488553829694037,3.294124130231693
2020-02-01,2.533,2.91,2.7300561547561064,3.1363850810660363
2020-03-01,2.329,2.729,2.5156610735524865,2.9477196520930593
2020-04-01,1.938,2.493,2.10741598118484,2.7109329417408703
2020-05-01,1.961,2.392,2.1323850090095715,2.6010530043604763
2020-06-01,2.17,2.408,2.3468090784609594,2.6042010419050645
2020-07-01,2.272,2.434,2.4447537601167113,2.6190715898433434
2020-08-01,2.272,2.429,2.437069167968359,2.6054757962126516
2020-09-01,2.274,2.414,2.4358219917012454,2.5857846473029054
2020-10-01,2.248,2.389,2.4069730402322693,2.5579442140190793
2020-11-01,2.2,2.432,2.3570178573487204,2.605576104123676
2020-12-01,2.284,2.585,2.444711441449051,2.766891014074342
2021-01-01,2.42,2.681,2.5793091267747785,2.8574908135880914
2021-02-01,2.587,2.847,2.7422904256047214,3.017897503554944
2021-03-01,2.898,3.152,3.0503524126292585,3.3177055916519747
2021-04-01,2.948,3.13,3.077685771417017,3.267692152149004
2021-05-01,3.076,3.217,3.185775931945244,3.331807923624139
2021-06-01,3.157,3.287,3.2395689078970613,3.372968957953006
2021-07-01,3.231,3.339,3.2996313666882786,3.4099254513686668
2021-08-01,3.255,3.35,3.3172879404314117,3.4141058680323284
2021-09-01,3.272,3.384,3.325581072509205,3.4394151434508404
2021-10-01,3.384,3.612,3.411075523610845,3.6408997610172498
2021-11-01,3.491,3.727,3.5017261574107392,3.7384512714608493
2021-12-01,3.406,3.641,3.406,3.641
